KEY,DATE,TARGET ROOM,ROOM EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED,UTILIZATION
15/12/2025_07g00_1,2025-12-15,B4-302,60,53,"MT2013(30), CO3057(23)",0.8833333333333333
15/12/2025_07g00_1,2025-12-15,B4-303,60,46,"MT2013(30), IM3055(16)",0.7666666666666667
15/12/2025_07g00_1,2025-12-15,B4-401,60,30,MT2013(30),0.5
15/12/2025_07g00_1,2025-12-15,B4-403,60,30,MT2013(30),0.5
15/12/2025_07g00_1,2025-12-15,B1-314,56,30,MT2013(30),0.5357142857142857
15/12/2025_07g00_1,2025-12-15,B4-502,80,30,MT2013(30),0.375
15/12/2025_07g00_1,2025-12-15,B4-504,60,30,MT2013(30),0.5
15/12/2025_07g00_1,2025-12-15,B8-301,66,30,MT2013(30),0.45454545454545453
15/12/2025_07g00_1,2025-12-15,B8-303,62,30,MT2013(30),0.4838709677419355
15/12/2025_07g00_1,2025-12-15,B1-315,56,30,MT2013(30),0.5357142857142857
15/12/2025_07g00_1,2025-12-15,B1-313,56,30,MT2013(30),0.5357142857142857
15/12/2025_07g00_1,2025-12-15,B1-308,72,30,MT2013(30),0.4166666666666667
15/12/2025_07g00_1,2025-12-15,B1-306,84,30,MT2013(30),0.35714285714285715
15/12/2025_07g00_1,2025-12-15,B1-305,72,30,MT2013(30),0.4166666666666667
15/12/2025_07g00_1,2025-12-15,B1-303,56,30,MT2013(30),0.5357142857142857
15/12/2025_07g00_1,2025-12-15,B1-208,84,30,MT2013(30),0.35714285714285715
15/12/2025_07g00_1,2025-12-15,B1-311,80,30,MT2013(30),0.375
15/12/2025_07g00_1,2025-12-15,B4-405,60,29,MT2013(29),0.48333333333333334
15/12/2025_07g00_1,2025-12-15,B8-304,62,29,MT2013(29),0.46774193548387094
15/12/2025_07g00_1,2025-12-15,B4-501,80,29,MT2013(29),0.3625
15/12/2025_07g00_1,2025-12-15,B1-302,56,29,MT2013(29),0.5178571428571429
15/12/2025_07g00_1,2025-12-15,B1-309,56,29,MT2013(29),0.5178571428571429
15/12/2025_07g00_1,2025-12-15,B1-301,56,24,MT2013(24),0.42857142857142855
15/12/2025_07g00_1,2025-12-15,B6-301,50,22,MT2013(22),0.44
15/12/2025_07g00_2,2025-12-15,H1-204,129,126,"EE3063(52), IM3055(50), EE3093(24)",0.9767441860465116
15/12/2025_07g00_2,2025-12-15,H6-811,150,123,"MT2013(42), CI4197(41), CO3057(40)",0.82
15/12/2025_07g00_2,2025-12-15,H6-201,120,95,"MT2013(41), EE3093(30), CO3057(24)",0.7916666666666666
15/12/2025_07g00_2,2025-12-15,H6-810,120,41,MT2013(41),0.3416666666666667
15/12/2025_07g00_2,2025-12-15,H6-802,120,41,MT2013(41),0.3416666666666667
15/12/2025_07g00_2,2025-12-15,H6-412,123,41,MT2013(41),0.3333333333333333
15/12/2025_07g00_2,2025-12-15,H6-405,120,41,MT2013(41),0.3416666666666667
15/12/2025_07g00_2,2025-12-15,H6-311,135,41,MT2013(41),0.3037037037037037
15/12/2025_07g00_2,2025-12-15,H3-504,88,40,MT2013(40),0.45454545454545453
15/12/2025_07g00_2,2025-12-15,H6-506,105,40,MT2013(40),0.38095238095238093
15/12/2025_07g00_2,2025-12-15,H3-506,142,40,MT2013(40),0.28169014084507044
15/12/2025_07g00_2,2025-12-15,H3-606,120,40,MT2013(40),0.3333333333333333
15/12/2025_07g00_2,2025-12-15,H6-109,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-110,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H2-205,117,40,MT2013(40),0.3418803418803419
15/12/2025_07g00_2,2025-12-15,H6-512,105,40,MT2013(40),0.38095238095238093
15/12/2025_07g00_2,2025-12-15,H6-510,102,40,MT2013(40),0.39215686274509803
15/12/2025_07g00_2,2025-12-15,H6-206,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-208,117,40,MT2013(40),0.3418803418803419
15/12/2025_07g00_2,2025-12-15,H6-211,126,40,MT2013(40),0.31746031746031744
15/12/2025_07g00_2,2025-12-15,H3-501,142,40,MT2013(40),0.28169014084507044
15/12/2025_07g00_2,2025-12-15,H6-212,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-214,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-305,129,40,MT2013(40),0.31007751937984496
15/12/2025_07g00_2,2025-12-15,H6-306,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-308,144,40,MT2013(40),0.2777777777777778
15/12/2025_07g00_2,2025-12-15,H6-310,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-504,106,40,MT2013(40),0.37735849056603776
15/12/2025_07g00_2,2025-12-15,H6-312,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H6-313,80,40,MT2013(40),0.5
15/12/2025_07g00_2,2025-12-15,H3-503,88,40,MT2013(40),0.45454545454545453
15/12/2025_07g00_2,2025-12-15,H2-406,156,40,MT2013(40),0.2564102564102564
15/12/2025_07g00_2,2025-12-15,H3-406,142,40,MT2013(40),0.28169014084507044
15/12/2025_07g00_2,2025-12-15,H2-207,135,40,MT2013(40),0.2962962962962963
15/12/2025_07g00_2,2025-12-15,H2-302,117,40,MT2013(40),0.3418803418803419
15/12/2025_07g00_2,2025-12-15,H2-304,93,40,MT2013(40),0.43010752688172044
15/12/2025_07g00_2,2025-12-15,H6-514,108,40,MT2013(40),0.37037037037037035
15/12/2025_07g00_2,2025-12-15,H2-306,156,40,MT2013(40),0.2564102564102564
15/12/2025_07g00_2,2025-12-15,H2-307,117,40,MT2013(40),0.3418803418803419
15/12/2025_07g00_2,2025-12-15,H2-403,93,40,MT2013(40),0.43010752688172044
15/12/2025_07g00_2,2025-12-15,H2-404,93,40,MT2013(40),0.43010752688172044
15/12/2025_07g00_2,2025-12-15,H2-407,84,40,MT2013(40),0.47619047619047616
15/12/2025_07g00_2,2025-12-15,H3-107,106,40,MT2013(40),0.37735849056603776
15/12/2025_07g00_2,2025-12-15,H3-201,142,40,MT2013(40),0.28169014084507044
15/12/2025_07g00_2,2025-12-15,H3-205,106,40,MT2013(40),0.37735849056603776
15/12/2025_07g00_2,2025-12-15,H3-303,88,40,MT2013(40),0.45454545454545453
15/12/2025_07g00_2,2025-12-15,H3-304,88,40,MT2013(40),0.45454545454545453
15/12/2025_07g00_2,2025-12-15,H3-306,142,40,MT2013(40),0.28169014084507044
15/12/2025_07g00_2,2025-12-15,H3-401,142,40,MT2013(40),0.28169014084507044
15/12/2025_07g00_2,2025-12-15,H3-403,88,40,MT2013(40),0.45454545454545453
15/12/2025_07g00_2,2025-12-15,H3-404,88,40,MT2013(40),0.45454545454545453
15/12/2025_07g00_2,2025-12-15,H6-516,114,40,MT2013(40),0.3508771929824561
15/12/2025_07g00_2,2025-12-15,H6-415,80,39,MT2013(39),0.4875
15/12/2025_07g00_2,2025-12-15,H6-413,80,39,MT2013(39),0.4875
15/12/2025_07g00_2,2025-12-15,H6-414,80,39,MT2013(39),0.4875
15/12/2025_07g00_2,2025-12-15,H2-202,117,39,MT2013(39),0.3333333333333333
15/12/2025_07g00_2,2025-12-15,H6-411,80,39,MT2013(39),0.4875
15/12/2025_07g00_2,2025-12-15,H1-101,138,39,MT2013(39),0.2826086956521739
15/12/2025_07g00_2,2025-12-15,H1-102,93,39,MT2013(39),0.41935483870967744
15/12/2025_07g00_2,2025-12-15,H6-205,117,39,MT2013(39),0.3333333333333333
15/12/2025_07g00_2,2025-12-15,H2-206,156,39,MT2013(39),0.25
15/12/2025_07g00_2,2025-12-15,H6-113,129,39,MT2013(39),0.3023255813953488
15/12/2025_07g00_2,2025-12-15,H6-210,80,38,MT2013(38),0.475
15/12/2025_07g00_2,2025-12-15,H1-103,90,38,MT2013(38),0.4222222222222222
15/12/2025_07g00_2,2025-12-15,H2-305,63,21,MT2013(21),0.3333333333333333
15/12/2025_09g30_1,2025-12-15,B1-306,84,79,"EE2405(40), IM1029(30), MA3153(9)",0.9404761904761905
15/12/2025_09g30_1,2025-12-15,B1-305,72,66,"EE2405(36), IM1029(30)",0.9166666666666666
15/12/2025_09g30_1,2025-12-15,B1-308,72,67,"EE2405(30), IM1029(30), MA4185(7)",0.9305555555555556
15/12/2025_09g30_1,2025-12-15,B1-309,56,53,"EE2405(30), MA3145(23)",0.9464285714285714
15/12/2025_09g30_1,2025-12-15,B1-313,56,48,"EE2405(30), MA2035(18)",0.8571428571428571
15/12/2025_09g30_1,2025-12-15,B1-314,56,47,"EE2405(30), AS3055(17)",0.8392857142857143
15/12/2025_09g30_1,2025-12-15,B1-315,56,45,"EE2405(30), CH3399(15)",0.8035714285714286
15/12/2025_09g30_1,2025-12-15,B4-302,60,58,"IM1029(30), TR4073(28)",0.9666666666666667
15/12/2025_09g30_1,2025-12-15,B4-402,60,27,IM3101(27),0.45
15/12/2025_09g30_2,2025-12-15,H6-113,129,129,"IM4035(51), GE3017(45), IM1029(20), CI3245(13)",1.0
15/12/2025_09g30_2,2025-12-15,H6-210,80,79,"IM1029(40), IU3017(13), MA3031(13), CH3399(8), CI2043(3), EN3025(2)",0.9875
15/12/2025_09g30_2,2025-12-15,H6-211,126,40,IM1029(40),0.31746031746031744
15/12/2025_09g30_2,2025-12-15,H6-212,80,40,IM1029(40),0.5
15/12/2025_09g30_2,2025-12-15,H6-213,80,39,IM1029(39),0.4875
15/12/2025_13g00_1,2025-12-15,B4-305,80,79,"CH2035(34), CI4161(30), IM1021(15)",0.9875
15/12/2025_13g00_1,2025-12-15,B4-306,80,67,"IM1021(30), CH3347(20), ME4137(17)",0.8375
15/12/2025_13g00_1,2025-12-15,B4-401,60,30,IM1021(30),0.5
15/12/2025_13g00_1,2025-12-15,B4-402,60,30,IM1021(30),0.5
15/12/2025_13g00_1,2025-12-15,B4-302,60,22,IM1021(22),0.36666666666666664
15/12/2025_13g00_1,2025-12-15,B4-405,60,19,IM1021(19),0.31666666666666665
15/12/2025_13g00_2,2025-12-15,H6-311,135,124,"CI3243(43), IM1021(41), CH3347(40)",0.9185185185185185
15/12/2025_13g00_2,2025-12-15,H6-211,126,121,"IM1021(41), CI3243(40), IM1017(40)",0.9603174603174603
15/12/2025_13g00_2,2025-12-15,H6-208,117,112,"IM1021(41), CH2035(40), ME4137(31)",0.9572649572649573
15/12/2025_13g00_2,2025-12-15,H6-205,117,111,"IM1021(41), CH3347(29), IM1017(25), CH2035(16)",0.9487179487179487
15/12/2025_13g00_2,2025-12-15,H6-201,120,54,"IM1021(41), TR2033(13)",0.45
15/12/2025_13g00_2,2025-12-15,H6-109,80,40,IM1021(40),0.5
15/12/2025_13g00_2,2025-12-15,H6-110,80,40,IM1021(40),0.5
15/12/2025_13g00_2,2025-12-15,H6-112,80,40,IM1021(40),0.5
15/12/2025_13g00_2,2025-12-15,H6-210,80,40,IM1021(40),0.5
15/12/2025_13g00_2,2025-12-15,H6-212,80,40,IM1021(40),0.5
15/12/2025_13g00_2,2025-12-15,H6-305,129,40,IM1021(40),0.31007751937984496
15/12/2025_13g00_2,2025-12-15,H6-206,80,39,IM1021(39),0.4875
15/12/2025_13g00_2,2025-12-15,H6-213,80,39,IM1021(39),0.4875
15/12/2025_13g00_2,2025-12-15,H6-214,80,39,IM1021(39),0.4875
15/12/2025_15g30_1,2025-12-15,B4-303,60,30,CO3011(30),0.5
15/12/2025_15g30_1,2025-12-15,B4-302,60,24,CO3011(24),0.4
15/12/2025_15g30_2,2025-12-15,H6-109,80,40,CO3011(40),0.5
15/12/2025_15g30_2,2025-12-15,H6-110,80,40,CO3011(40),0.5
15/12/2025_15g30_2,2025-12-15,H6-112,80,39,CO3011(39),0.4875
16/12/2025_07g00_1,2025-12-16,B4-505,120,120,"ME2113(47), CO3007(45), MT2007(28)",1.0
16/12/2025_07g00_1,2025-12-16,B4-306,80,70,"MT2007(40), ME2113(30)",0.875
16/12/2025_07g00_1,2025-12-16,B4-301,60,52,"MT2007(30), CI2135(22)",0.8666666666666667
16/12/2025_07g00_1,2025-12-16,B4-302,60,59,"MT2007(30), TR5005(18), EE5013(11)",0.9833333333333333
16/12/2025_07g00_1,2025-12-16,B4-303,60,57,"MT2007(30), ME5003(14), CO3007(13)",0.95
16/12/2025_07g00_1,2025-12-16,B4-305,80,30,MT2007(30),0.375
16/12/2025_07g00_1,2025-12-16,B4-402,60,21,MT2007(21),0.35
16/12/2025_07g00_2,2025-12-16,H6-211,126,89,"CO3007(49), TR4051(20), MA4119(12), GE1021(8)",0.7063492063492064
16/12/2025_07g00_2,2025-12-16,H6-208,117,44,CO3007(44),0.37606837606837606
16/12/2025_07g00_2,2025-12-16,H6-201,120,40,CO3007(40),0.3333333333333333
16/12/2025_07g00_2,2025-12-16,H6-205,117,40,CO3007(40),0.3418803418803419
16/12/2025_07g00_2,2025-12-16,H6-206,80,39,CO3007(39),0.4875
16/12/2025_09g30_1,2025-12-16,B4-406,108,93,"LA2017(41), MT1005(32), CO3059(20)",0.8611111111111112
16/12/2025_09g30_1,2025-12-16,B4-405,60,60,"LA2017(30), MT1005(30)",1.0
16/12/2025_09g30_1,2025-12-16,B4-302,60,55,"MT1005(29), LA2017(26)",0.9166666666666666
16/12/2025_09g30_1,2025-12-16,B4-303,60,29,MT1005(29),0.48333333333333334
16/12/2025_09g30_1,2025-12-16,B4-301,60,19,MT1005(19),0.31666666666666665
16/12/2025_09g30_2,2025-12-16,H6-205,117,112,"MT1005(42), CO3059(40), CH4139(30)",0.9572649572649573
16/12/2025_09g30_2,2025-12-16,H6-113,129,89,"MT1005(41), EE3121(27), CO3059(21)",0.689922480620155
16/12/2025_09g30_2,2025-12-16,H6-112,80,40,MT1005(40),0.5
16/12/2025_09g30_2,2025-12-16,H6-210,80,40,MT1005(40),0.5
16/12/2025_09g30_2,2025-12-16,H6-208,117,40,MT1005(40),0.3418803418803419
16/12/2025_09g30_2,2025-12-16,H6-201,120,40,MT1005(40),0.3333333333333333
16/12/2025_09g30_2,2025-12-16,H6-109,80,40,MT1005(40),0.5
16/12/2025_09g30_2,2025-12-16,H6-305,129,40,MT1005(40),0.31007751937984496
16/12/2025_09g30_2,2025-12-16,H6-110,80,39,MT1005(39),0.4875
16/12/2025_09g30_2,2025-12-16,H6-206,80,39,MT1005(39),0.4875
16/12/2025_09g30_2,2025-12-16,H6-211,126,39,MT1005(39),0.30952380952380953
16/12/2025_09g30_2,2025-12-16,H6-214,80,39,MT1005(39),0.4875
16/12/2025_09g30_2,2025-12-16,H6-212,80,38,MT1005(38),0.475
16/12/2025_09g30_2,2025-12-16,H6-213,80,38,MT1005(38),0.475
16/12/2025_13g00_1,2025-12-16,B4-406,108,88,"SP1033(44), CO3017(44)",0.8148148148148148
16/12/2025_13g00_1,2025-12-16,B4-305,80,69,"SP1033(41), CO3017(28)",0.8625
16/12/2025_13g00_1,2025-12-16,B4-501,80,38,SP1033(38),0.475
16/12/2025_13g00_1,2025-12-16,B4-502,80,34,SP1033(34),0.425
16/12/2025_13g00_1,2025-12-16,B4-306,80,30,SP1033(30),0.375
16/12/2025_13g00_1,2025-12-16,B4-405,60,30,SP1033(30),0.5
16/12/2025_13g00_1,2025-12-16,B4-301,60,30,SP1033(30),0.5
16/12/2025_13g00_1,2025-12-16,B4-302,60,30,SP1033(30),0.5
16/12/2025_13g00_1,2025-12-16,B4-303,60,30,SP1033(30),0.5
16/12/2025_13g00_1,2025-12-16,B4-401,60,30,SP1033(30),0.5
16/12/2025_13g00_1,2025-12-16,B4-402,60,30,SP1033(30),0.5
16/12/2025_13g00_1,2025-12-16,B4-504,60,29,SP1033(29),0.48333333333333334
16/12/2025_13g00_1,2025-12-16,B4-403,60,29,SP1033(29),0.48333333333333334
16/12/2025_13g00_1,2025-12-16,B1-311,80,28,SP1033(28),0.35
16/12/2025_13g00_1,2025-12-16,B1-308,72,21,SP1033(21),0.2916666666666667
16/12/2025_13g00_1,2025-12-16,B1-309,56,20,SP1033(20),0.35714285714285715
16/12/2025_13g00_2,2025-12-16,H2-202,117,112,"CI2145(47), SP1033(44), ME4533(21)",0.9572649572649573
16/12/2025_13g00_2,2025-12-16,H6-205,117,100,"SP1033(40), CI2145(40), EE3085(20)",0.8547008547008547
16/12/2025_13g00_2,2025-12-16,H6-514,108,80,"SP1033(40), CO3017(40)",0.7407407407407407
16/12/2025_13g00_2,2025-12-16,H6-512,105,80,"SP1033(40), CO3017(40)",0.7619047619047619
16/12/2025_13g00_2,2025-12-16,H6-510,102,80,"SP1033(40), EE3085(40)",0.7843137254901961
16/12/2025_13g00_2,2025-12-16,H6-506,105,80,"SP1033(40), ME4533(40)",0.7619047619047619
16/12/2025_13g00_2,2025-12-16,H6-504,106,79,"SP1033(40), CO3017(39)",0.7452830188679245
16/12/2025_13g00_2,2025-12-16,H6-412,123,40,SP1033(40),0.3252032520325203
16/12/2025_13g00_2,2025-12-16,H6-405,120,40,SP1033(40),0.3333333333333333
16/12/2025_13g00_2,2025-12-16,H6-311,135,40,SP1033(40),0.2962962962962963
16/12/2025_13g00_2,2025-12-16,H6-210,80,40,SP1033(40),0.5
16/12/2025_13g00_2,2025-12-16,H6-206,80,40,SP1033(40),0.5
16/12/2025_13g00_2,2025-12-16,H6-516,114,40,SP1033(40),0.3508771929824561
16/12/2025_13g00_2,2025-12-16,H6-201,120,40,SP1033(40),0.3333333333333333
16/12/2025_13g00_2,2025-12-16,H6-113,129,40,SP1033(40),0.31007751937984496
16/12/2025_13g00_2,2025-12-16,H6-109,80,40,SP1033(40),0.5
16/12/2025_13g00_2,2025-12-16,H6-208,117,39,SP1033(39),0.3333333333333333
16/12/2025_13g00_2,2025-12-16,H6-415,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-212,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-313,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-312,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-310,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-110,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-305,129,39,SP1033(39),0.3023255813953488
16/12/2025_13g00_2,2025-12-16,H6-112,80,39,SP1033(39),0.4875
16/12/2025_13g00_2,2025-12-16,H6-411,80,37,SP1033(37),0.4625
16/12/2025_13g00_2,2025-12-16,H6-413,80,36,SP1033(36),0.45
16/12/2025_15g30_1,2025-12-16,B4-406,108,93,"ME4217(45), TR4085(42), EE3009(6)",0.8611111111111112
16/12/2025_15g30_1,2025-12-16,B4-405,60,56,"ME4217(30), CH3015(26)",0.9333333333333333
16/12/2025_15g30_1,2025-12-16,B4-403,60,50,"ME4217(28), CH3015(22)",0.8333333333333334
16/12/2025_15g30_2,2025-12-16,H6-308,144,123,"EE3009(43), ME4217(40), TR4085(40)",0.8541666666666666
16/12/2025_15g30_2,2025-12-16,H6-208,117,107,"ME4217(40), TR4085(40), EE3007(27)",0.9145299145299145
16/12/2025_15g30_2,2025-12-16,H6-113,129,127,"TR4085(40), EE3009(38), CH3015(26), ME4217(23)",0.9844961240310077
16/12/2025_15g30_2,2025-12-16,H6-112,80,63,"TR4085(38), CH3015(25)",0.7875
16/12/2025_15g30_2,2025-12-16,H6-512,105,25,CH3015(25),0.23809523809523808
16/12/2025_15g30_2,2025-12-16,H6-514,108,25,CH3015(25),0.23148148148148148
16/12/2025_15g30_2,2025-12-16,H6-506,105,24,CH3015(24),0.22857142857142856
17/12/2025_07g00_1,2025-12-17,B1-208,84,83,"SP1007(43), CO3037(40)",0.9880952380952381
17/12/2025_07g00_1,2025-12-17,B1-306,84,83,"SP1007(42), EE3091(36), MA4189(5)",0.9880952380952381
17/12/2025_07g00_1,2025-12-17,B4-306,80,71,"EE3091(36), PH2005(35)",0.8875
17/12/2025_07g00_1,2025-12-17,B1-311,80,79,"SP1007(33), PH2005(31), IM4019(15)",0.9875
17/12/2025_07g00_1,2025-12-17,B1-213,72,72,"SP1007(31), TR4081(30), MA4141(11)",1.0
17/12/2025_07g00_1,2025-12-17,B1-212,72,61,"SP1007(31), TR4089(30)",0.8472222222222222
17/12/2025_07g00_1,2025-12-17,B1-313,56,55,"SP1007(30), TR4047(25)",0.9821428571428571
17/12/2025_07g00_1,2025-12-17,B1-308,72,60,"SP1007(30), CO3037(30)",0.8333333333333334
17/12/2025_07g00_1,2025-12-17,B1-314,56,52,"SP1007(30), PH2005(22)",0.9285714285714286
17/12/2025_07g00_1,2025-12-17,B1-305,72,60,"SP1007(30), PH2005(30)",0.8333333333333334
17/12/2025_07g00_1,2025-12-17,B1-303,56,51,"SP1007(30), MA2015(21)",0.9107142857142857
17/12/2025_07g00_1,2025-12-17,B1-315,56,48,"SP1007(30), EE4451(18)",0.8571428571428571
17/12/2025_07g00_1,2025-12-17,B1-302,56,45,"SP1007(30), EE3043(15)",0.8035714285714286
17/12/2025_07g00_1,2025-12-17,B1-301,56,45,"SP1007(30), TR4089(15)",0.8035714285714286
17/12/2025_07g00_1,2025-12-17,B1-309,56,44,"SP1007(30), EN3209(14)",0.7857142857142857
17/12/2025_07g00_1,2025-12-17,B6-304,60,60,"PH2005(30), EE3069(30)",1.0
17/12/2025_07g00_1,2025-12-17,B6-303,60,59,"PH2005(30), EE3091(29)",0.9833333333333333
17/12/2025_07g00_1,2025-12-17,B1-203,60,40,"SP1007(26), ME5005(14)",0.6666666666666666
17/12/2025_07g00_2,2025-12-17,H3-301,142,140,"EE3069(55), SP1007(49), IU2011(36)",0.9859154929577465
17/12/2025_07g00_2,2025-12-17,H6-412,123,121,"SP1007(49), TR4089(46), CI3067(26)",0.983739837398374
17/12/2025_07g00_2,2025-12-17,H6-305,129,129,"SP1007(48), EN3209(42), TR4089(39)",1.0
17/12/2025_07g00_2,2025-12-17,H6-311,135,129,"SP1007(48), CI3241(41), TR3017(40)",0.9555555555555556
17/12/2025_07g00_2,2025-12-17,H6-212,80,80,"SP1007(40), CI3241(40)",1.0
17/12/2025_07g00_2,2025-12-17,H6-413,80,80,"SP1007(40), TR4089(40)",1.0
17/12/2025_07g00_2,2025-12-17,H6-214,80,80,"SP1007(40), TR4089(40)",1.0
17/12/2025_07g00_2,2025-12-17,H6-306,80,80,"SP1007(40), CI3241(40)",1.0
17/12/2025_07g00_2,2025-12-17,H6-312,80,80,"SP1007(40), CH3321(40)",1.0
17/12/2025_07g00_2,2025-12-17,H6-313,80,80,"SP1007(40), EE3043(40)",1.0
17/12/2025_07g00_2,2025-12-17,H6-405,120,120,"SP1007(40), EE3043(35), ME3171(33), CH3429(12)",1.0
17/12/2025_07g00_2,2025-12-17,H6-411,80,79,"SP1007(40), MA4087(29), MA3011(10)",0.9875
17/12/2025_07g00_2,2025-12-17,H6-510,102,97,"SP1007(40), MA2015(22), IM4019(18), TR3017(17)",0.9509803921568627
17/12/2025_07g00_2,2025-12-17,H6-504,106,40,SP1007(40),0.37735849056603776
17/12/2025_07g00_2,2025-12-17,H6-506,105,40,SP1007(40),0.38095238095238093
17/12/2025_07g00_2,2025-12-17,H6-512,105,40,SP1007(40),0.38095238095238093
17/12/2025_07g00_2,2025-12-17,H6-514,108,40,SP1007(40),0.37037037037037035
17/12/2025_07g00_2,2025-12-17,H6-516,114,40,SP1007(40),0.3508771929824561
17/12/2025_07g00_2,2025-12-17,H6-802,120,40,SP1007(40),0.3333333333333333
17/12/2025_07g00_2,2025-12-17,H6-810,120,40,SP1007(40),0.3333333333333333
17/12/2025_07g00_2,2025-12-17,H6-811,150,40,SP1007(40),0.26666666666666666
17/12/2025_07g00_2,2025-12-17,H6-213,80,40,SP1007(40),0.5
17/12/2025_07g00_2,2025-12-17,H6-211,126,40,SP1007(40),0.31746031746031744
17/12/2025_07g00_2,2025-12-17,H6-208,117,40,SP1007(40),0.3418803418803419
17/12/2025_07g00_2,2025-12-17,H6-206,80,40,SP1007(40),0.5
17/12/2025_07g00_2,2025-12-17,H6-205,117,40,SP1007(40),0.3418803418803419
17/12/2025_07g00_2,2025-12-17,H6-201,120,40,SP1007(40),0.3333333333333333
17/12/2025_07g00_2,2025-12-17,H6-113,129,40,SP1007(40),0.31007751937984496
17/12/2025_07g00_2,2025-12-17,H6-112,80,40,SP1007(40),0.5
17/12/2025_07g00_2,2025-12-17,H6-110,80,40,SP1007(40),0.5
17/12/2025_07g00_2,2025-12-17,H6-109,80,40,SP1007(40),0.5
17/12/2025_07g00_2,2025-12-17,H1-102,93,40,SP1007(40),0.43010752688172044
17/12/2025_07g00_2,2025-12-17,H6-210,80,40,SP1007(40),0.5
17/12/2025_07g00_2,2025-12-17,H1-101,138,39,SP1007(39),0.2826086956521739
17/12/2025_07g00_2,2025-12-17,H6-415,80,39,SP1007(39),0.4875
17/12/2025_07g00_2,2025-12-17,H6-414,80,39,SP1007(39),0.4875
17/12/2025_07g00_2,2025-12-17,H1-103,90,39,SP1007(39),0.43333333333333335
17/12/2025_07g00_2,2025-12-17,H1-104,138,39,SP1007(39),0.2826086956521739
17/12/2025_07g00_2,2025-12-17,H6-310,80,39,SP1007(39),0.4875
17/12/2025_13g00_1,2025-12-17,B1-208,84,82,"CO2003(44), EE2417(38)",0.9761904761904762
17/12/2025_13g00_1,2025-12-17,B4-406,108,108,"CH2013(42), CO2003(39), EE2417(27)",1.0
17/12/2025_13g00_1,2025-12-17,C6-401,80,75,"ME2123(38), CI2095(37)",0.9375
17/12/2025_13g00_1,2025-12-17,B4-502,80,72,"EE2417(36), CO3027(36)",0.9
17/12/2025_13g00_1,2025-12-17,B4-505,120,101,"CO1003(35), CH2013(35), CI2095(31)",0.8416666666666667
17/12/2025_13g00_1,2025-12-17,B4-306,80,64,"CH2013(34), CO1003(30)",0.8
17/12/2025_13g00_1,2025-12-17,B1-313,56,56,"CO2003(30), CI2095(26)",1.0
17/12/2025_13g00_1,2025-12-17,B6-302,60,60,"EE2417(30), CH2013(30)",1.0
17/12/2025_13g00_1,2025-12-17,B4-402,60,60,"CH2013(30), EE2417(30)",1.0
17/12/2025_13g00_1,2025-12-17,B4-401,60,60,"CH2013(30), CO2003(30)",1.0
17/12/2025_13g00_1,2025-12-17,B1-311,80,71,"CO2003(30), IM3087(30), CH2013(11)",0.8875
17/12/2025_13g00_1,2025-12-17,B1-309,56,54,"CO2003(30), CO1003(24)",0.9642857142857143
17/12/2025_13g00_1,2025-12-17,B1-308,72,60,"CO2003(30), ME2123(30)",0.8333333333333334
17/12/2025_13g00_1,2025-12-17,B4-301,60,60,"CO1003(30), EE2417(30)",1.0
17/12/2025_13g00_1,2025-12-17,B1-213,72,60,"CO2003(30), EE2417(30)",0.8333333333333334
17/12/2025_13g00_1,2025-12-17,B4-302,60,60,"CO1003(30), CO2003(30)",1.0
17/12/2025_13g00_1,2025-12-17,C6-403,80,79,"TR3143(29), CH2013(29), ME3011(21)",0.9875
17/12/2025_13g00_1,2025-12-17,B4-501,80,80,"CO1003(29), IM3087(27), CO2003(24)",1.0
17/12/2025_13g00_1,2025-12-17,B1-210,48,48,"CO2003(24), CI1003(24)",1.0
17/12/2025_13g00_1,2025-12-17,B1-206,48,24,CO2003(24),0.5
17/12/2025_13g00_2,2025-12-17,H6-810,120,112,"ME3011(53), EE1007(48), CI1003(11)",0.9333333333333333
17/12/2025_13g00_2,2025-12-17,H6-113,129,129,"CI2095(47), CO2003(44), TR3143(38)",1.0
17/12/2025_13g00_2,2025-12-17,H6-516,114,114,"IM3087(43), CO2003(42), EE3075(29)",1.0
17/12/2025_13g00_2,2025-12-17,H6-311,135,123,"CO2003(42), CO3027(41), CH2013(40)",0.9111111111111111
